city,state,latitude,longitude,
Namawuk,KY,43.81936,49.27403,
Jawlelid,CO,-52.96384,46.54261,
Benhubuv,MS,-44.2049,115.99507,
Lepwitife,MI,-65.44437,37.32755,
Eretitap,AA,9.42634,154.74376,
Esmaswa,VI,28.07754,134.98538,
Arvueta,MI,53.89333,176.62444,
Motalac,PR,-13.65538,56.3197,
Canzagus,ME,-38.94278,31.7207,
Tuvogani,OR,26.99902,178.66958,
Muletnel,VI,-67.06552,74.87139,
Galopi,WY,-78.89942,42.27365,
Ezihesoc,MS,20.07328,125.00973,
Navnakic,IA,84.06643,88.26865,
Iklikof,MD,72.0107,110.66482,
Sejeskuz,VT,64.36854,90.69748,
Wekwizul,VT,78.85073,153.68873,
Femehri,IL,71.29189,52.61398,
Ezkoje,NM,25.18494,32.9541,
Opufuhum,AL,31.0799,50.03278,
Hojgorpi,VT,-8.29993,100.88557,
Tefhofa,OR,66.08866,48.44888,
Iwbanag,CT,-69.5664,34.0188,
Etirehac,ID,-51.28285,118.66841,
Ikjaaku,CA,19.95063,87.56512,
Onogikum,VT,-64.69751,170.49722,
Ukbucuho,AK,55.86138,0.34957,
Natbipso,LA,-71.59899,24.34626,
Kucatora,NJ,-8.76928,110.75612,
Rosgerer,AR,73.70273,122.04803,
Efhenit,LA,31.93048,17.15388,
Buzackop,AZ,84.54785,58.62796,
Gujefjin,NV,12.526,157.51589,
Toglatac,NM,-39.94576,50.6969,
Gofnikojo,ME,80.32975,5.81513,
Fifiegu,AA,46.33979,84.94569,
Buwamuj,DE,-89.71314,115.50818,
Pekitli,MP,-61.62671,165.62654,
Humajwup,OK,3.75912,58.83143,
Piveboace,WA,-24.1413,80.6166,
Toptipan,DE,-60.17054,80.15375,
Univita,VI,-87.72056,61.26342,
Debcirhin,CT,47.50858,121.52679,
Nofepi,MT,-68.82712,72.34411,
Fecnodibo,WY,-75.53426,168.16342,
Mehuso,KS,-26.60291,144.15914,
Ucufucef,KS,-83.74271,168.21044,
Mizadowu,WV,-15.18022,31.48711,
Fabidol,VT,-38.22155,163.20468,
Efoheczap,AA,53.88825,124.75857,
Tasukbuh,LA,-33.26666,19.59888,
Cofugwo,IA,-62.84927,155.40125,
Ewunowul,NM,-36.85017,142.39789,
Daripeivu,MA,21.99981,76.48972,
Gaduve,MA,27.2416,147.53371,
Efzamode,AZ,-57.47663,43.19594,
Kedaubo,OR,29.52197,141.19434,
Durorov,OK,55.78286,23.31225,
Ajjakcor,GA,76.68596,178.64413,
Woweldi,WV,58.30845,53.39801,
Lopcessew,DE,31.29874,127.28242,
Sopahnu,PA,86.03663,161.7064,
Oknorik,CT,-31.34319,0.99055,
Pitapsuk,MN,83.81085,133.34249,
Rigujik,WA,12.4758,99.07515,
Adiloafe,CT,-74.15468,108.21071,
Upetevog,NH,-87.95256,111.28742,
Tikmirva,AS,-62.40665,57.72665,
Ovegocon,VA,-29.9751,87.91483,
Zelujo,NC,-33.30864,30.18208,
Kumnilih,AK,-73.82867,158.72599,
Laovdac,AZ,-3.75476,39.16088,
Pubvucci,ME,34.75257,78.53474,
Okabuze,AS,-83.58965,118.04994,
Nipnussu,NJ,-66.48854,2.01054,
Tecgawov,IN,-49.53272,11.35333,
Kasakebi,AL,20.50909,56.82485,
Ezbudbih,MD,20.2346,113.92674,
Zautzab,WA,-77.13371,0.5575,
Rejavohom,NH,46.33722,12.33277,
Vewtiwo,AE,71.45606,92.74939,
Ucjiok,AP,-22.85721,169.57467,
Keewihuv,KS,17.71915,179.37488,
Fehebco,GA,25.93969,96.12552,
Fuljojew,FM,77.11294,35.44289,
Ibrehik,SD,-20.56537,140.24565,
Nuddiate,SD,-78.38736,106.37273,
Zaptestuh,TN,-89.31995,151.01096,
Totanlo,DE,-14.99951,150.09303,
Tahwutnes,AK,-51.84279,176.21637,
Bokara,WI,-39.89034,101.77928,
Tigaga,PA,20.83257,41.2797,
Cehutaw,TN,-69.76587,167.77754,
Vizagbag,VA,-30.6053,51.48748,
Wilephuf,TN,-35.20963,98.13142,
Vucruzi,NV,30.49854,114.83526,
Rosigiku,SD,39.97917,21.76134,
Manibfa,MD,21.26643,101.11902,
Ehigoot,OK,-58.01435,100.14142,
Avinalhud,NC,-71.09748,89.47899,
Fenuzef,LA,-41.69223,85.1324,
Wusuvem,WA,27.72336,40.94617,
Hinuza,OR,-64.75727,37.20926,
Kujsidli,MI,72.97147,147.76904,
Lubsocke,MD,-49.58185,112.68764,
Emobipol,KY,35.01078,25.27202,
Bobomal,AL,75.82929,169.28943,
Veciznuf,DE,65.26184,150.60802,
Lajcupul,PA,41.63929,136.4212,
Arisecovu,FL,-52.67457,99.74492,
Pemarol,KY,-51.31551,168.98271,
Isiriwuf,SC,21.53072,96.26912,
Muhehli,AK,-45.46819,85.7273,
Fejhokhan,NY,53.19051,54.6797,
Uwakezcob,MN,-75.59014,141.53508,
Nopnesce,VA,41.10104,121.65341,
Dabruwzu,MN,-6.35022,93.08775,
Dokacuehu,IA,50.08955,51.76604,
Daguvaj,AZ,-25.40064,172.09377,
Dekpici,CO,-48.63531,171.98263,
Cotajah,OH,2.43428,91.35512,
Javehno,AA,11.14774,164.20388,
Ekohazi,OK,-7.33698,151.16552,
Nivoeg,HI,47.58283,21.21772,
Tovuci,MD,78.63734,75.04495,
Cekochov,IA,22.77329,91.9541,
Neomino,WY,-53.47454,15.77771,
Ezhewom,AP,-44.50026,122.65605,
Tarigusi,AZ,-14.25442,99.60966,
Napefot,WY,30.40057,35.07456,
Osomuwor,UT,81.21988,40.51391,
Vukewoda,GA,20.37458,157.02007,
Inurodaj,SD,69.29704,132.90194,
Tibjujlab,UT,72.40997,141.93893,
Ucfurcaj,NV,62.61179,104.26884,
Ojulne,MT,-64.26346,48.76088,
Utagoton,KS,61.56016,166.14534,
Sowussi,VI,73.11436,162.34442,
Ademorgi,MT,-11.16101,76.78117,
Nukalvi,AL,17.99371,107.5255,
Hehujot,ID,-47.37541,155.80913,
Diwicda,FL,-28.64399,30.79141,
Hijooro,MA,-30.89367,175.80765,
Wewnujud,VA,78.77986,103.0089,
Aneveipe,CT,-28.95038,165.54654,
Wupode,IN,-53.79085,43.10021,
Gusride,MT,19.26449,173.09574,
Laleeh,FM,22.53698,5.69597,
Bajoniz,DE,-48.03631,108.8704,
Ebgonje,ME,7.88423,80.11519,
Giwnuoce,MP,78.69635,116.8364,
Ofowiba,MI,-59.09917,124.4639,
Bictoroz,NC,-12.57915,108.22303,
Cuzonimus,ND,-20.72935,86.77574,
Keubagi,VA,8.7394,126.83726,
Vodebsu,NV,73.22348,84.3642,
Gilemsa,OK,-39.5662,97.73806,
Liridawa,AA,-29.64091,57.26081,
Ohgilmu,AE,-14.85123,158.16909,
Sejogzok,ME,-51.7245,25.29312,
Jukipjaf,ND,2.80994,52.8092,
Uwofozo,AZ,18.11798,111.31995,
Kaopuve,FM,-64.89266,41.30929,
Lutetuco,MS,85.66781,148.53394,
Cewfucba,MA,-75.27132,56.03116,
Nutsotu,DE,-58.91254,170.64505,
Zewumut,AK,18.72988,42.19296,
Vipuscun,WV,31.16184,74.13162,
Avedothab,NE,-56.21769,130.28154,
Bidwataj,OK,-16.97499,149.75148,
Opnagu,OR,18.72587,6.57678,
Ekoohoju,IA,-73.57909,41.1948,
Lolpodbul,MN,-43.9665,165.35769,
Coneveiwi,LA,2.28994,70.61784,
Gizunufi,DE,-35.00517,115.94205,
Secwohne,AS,68.4931,61.93974,
Ibapuheg,NJ,-44.07431,109.31468,
Numalsu,MO,-79.656,38.98317,
Fehsoza,DC,68.8057,72.84633,
Siozomab,HI,-74.25211,75.09492,
Kemoga,SD,-19.86997,69.99557,
Lelebga,MS,-2.43492,54.51108,
Moujuki,TX,-77.65014,130.67292,
Afvaga,NE,21.40177,153.19617,
Raohkap,KY,36.98096,43.09536,
Losezfew,IA,-45.69481,60.29652,
Larzibo,WA,-70.66801,173.10805,
Heboksu,KY,-49.68814,154.38573,
Hiembe,NC,-50.42317,164.25777,
Vukekodo,PR,66.1714,77.04113,
Webudhum,AS,-1.26152,54.24053,
Tajmemit,MO,-82.6003,107.76088,
Ehuwubup,NY,-69.1114,120.92864,
Fakeje,AZ,69.84635,63.5222,
Akatimuv,NE,-4.84325,126.54522,
Pemmohe,MP,27.37907,0.82303,
Uhgadhol,NY,18.21464,175.8053,
Mawisora,MP,-23.40132,107.41643,
Reclezij,OR,-36.43095,90.22735,
Banakmab,NC,62.4354,139.51494,
Ednolfut,NE,-29.04585,61.8008,
Bigidmo,AA,51.93377,177.87771,
Fubawehes,OH,-48.68978,123.92586,
Hicaru,MP,-79.0878,44.02906,
Wukogupa,RI,-82.93003,70.13355,
Asigido,AE,20.8902,55.20391,
Jebobcoz,NH,55.85181,154.74391,
Nobonoc,WY,28.19626,61.44275,
Faubsa,OK,-41.13673,144.47815,
Kawatluw,KS,-28.28949,32.73092,
Mutdijam,OK,11.97278,57.98067,
Japisor,NJ,88.34509,11.36513,
Jukagkoc,AE,-52.83874,120.43238,
Kicevo,DC,-65.88347,26.64739,
Rufakuji,NY,6.75247,37.95797,
Karonzuz,NM,54.12039,51.94301,
Mejfuvuk,AL,-54.92265,151.67366,
Vusamte,OK,-83.03482,2.75207,
Cajwoko,PA,83.97984,166.11889,
Huctewa,WV,-26.39905,24.49547,
Nilesju,DC,4.37427,7.85998,
Hidomafo,VI,-22.20046,132.00071,
Juvtihazu,CT,34.02641,154.99214,
Ocihazof,IA,69.19373,102.85966,
Cikuhse,CO,-5.5589,144.00099,
Fevoscic,VA,10.50982,79.14327,
Tadzaav,HI,-60.55385,151.40753,
Oclozug,OH,-29.661,166.13348,
Jogboke,GA,42.48129,94.11066,
Lacivo,KS,-8.68374,154.9692,
Siejonef,DC,22.72689,158.07306,
Fongadtu,IA,76.23513,0.74252,
Vepebja,AK,-76.20109,107.77544,
Detupca,FL,84.84072,58.67133,
Saojujo,IA,-71.72966,105.66644,
Gupjuksa,AR,-63.48328,13.16782,
Enawida,OR,-87.56912,70.77979,
Zarupe,ID,5.71342,175.39138,
Guwunusap,WY,87.03912,40.88626,
Suahohu,FL,33.85811,95.4908,
Diudta,WI,-79.45173,169.40604,
Icawefeb,MS,30.25,149.97826,
Egukumbej,WI,35.89176,129.78252,
Bufkiopa,ND,-51.61964,91.86059,
Tusanaoti,NE,-11.44709,133.51835,
Gufmihtas,FL,11.35503,24.68934,
Ucniup,FL,30.91068,1.94777,
Dowmofic,KY,-16.70816,76.88495,
Ehavivur,FM,28.36136,72.90235,
Mediwuf,AE,-62.25602,56.35056,
Fejuki,MS,-0.23995,74.05367,
Voklifiha,WA,-24.62301,0.35114,
Tibonowoc,HI,47.76268,69.80738,
Zuhupaso,PR,14.21285,89.29457,
Puslabki,ME,-32.36077,106.93504,
Zifudgug,AL,-24.22423,149.73789,
Dawojigo,AK,3.38606,155.11806,
Uhopnaw,AZ,-81.67436,120.86854,
Gudvohoj,OH,-10.03221,45.27516,
Ojsoin,OR,26.51704,143.83633,
Jialeucu,TN,-76.73237,63.40651,
Fetcovfes,AL,71.02287,20.18136,
Tunzeawu,VT,66.3369,71.93901,
Vebaar,VT,51.14205,44.92365,
Wopuwhi,WY,-46.83187,67.11758,
Cualha,LA,-23.47161,141.41356,
Rumibugo,MO,88.68362,112.57002,
Futiaw,RI,83.22375,26.17067,
Vunuim,PR,-9.73676,2.96035,
Herwutce,RI,5.19319,166.00906,
Vakozo,OK,-56.62115,83.83946,
Upanuna,GA,-64.581,23.36832,
Fetduhlu,UT,25.50212,98.05672,
Lunepwo,DE,28.7584,87.96438,
Fufaskaz,OK,70.04389,91.67056,
Pafibnak,AZ,-68.6529,75.0893,
Namupu,MI,-9.15883,43.93814,
Vahemu,MN,-35.76208,24.88874,
Jillanad,IA,-84.54395,130.95408,
Zewoaho,SD,53.2429,25.11323,
Ibhaoma,KS,46.80175,13.38162,
Nalospo,MA,37.44947,34.23923,
Ziluttan,NJ,54.20677,172.51969,
Zawinfeh,NC,-60.98109,153.21047,
Tefetcar,NC,88.91015,157.33847,
Vigmenhe,WA,-58.9067,87.92939,
Afucuzig,DC,76.22113,144.43675,
Vutvonul,DE,-86.30115,152.53506,
Bopotah,MO,-37.60824,31.06645,
Pewfawap,NC,-8.04455,126.43792,
Ekebajre,VT,68.74529,37.10019,
Mogbepamo,VI,-17.40337,31.70131,
Nohhehciv,AR,-16.3538,39.53428,
Arvuwus,KY,-74.73886,27.70875,
Godkezti,FM,-54.52651,14.95841,
Elikigap,CT,-59.29669,131.14941,
Keguuz,TN,12.54862,82.51215,
Sujkowde,CO,-44.12629,37.49179,
Viihova,CO,74.67548,60.75924,
Mogrerdo,IA,-15.00114,167.64823,
Kotocje,NV,34.04178,67.76202,
Pavfacam,ND,-70.49659,76.74297,
Emufonnu,WY,17.96442,69.7198,
Dafeci,MT,-9.64421,76.51118,
Moedihuj,TN,38.22499,139.18516,
Izikivoz,CT,7.95239,72.66734,
Kuwdefzaw,AP,31.31983,60.74407,
Sechuhar,VI,62.68622,105.88852,
Sujhubsab,NY,53.31302,82.64673,
Ezaogupo,AL,-4.66241,19.22254,
Nutjola,NH,-67.5191,94.09864,
Wariwi,ID,-71.88294,84.50189,
Hehehi,HI,-32.24206,116.19327,
Otvesga,GU,-5.98612,87.867,
Cukbaftat,OR,4.86625,67.75728,
Emirozal,CA,80.32819,50.44655,
Dogadob,NH,-82.74687,42.61221,
Ilhikwi,FM,58.00129,146.40131,
Nehudube,LA,55.10289,167.86452,
Geahnaj,PA,23.69702,148.66232,
Rulofomi,VI,3.81796,38.36562,
Sodiwiko,WY,15.57292,21.0207,
Inrofle,TX,-7.37127,73.03916,
Zofobuk,NE,-23.27316,134.58099,
Hittegba,IA,-34.17651,152.2927,
Hehfedu,WY,-6.82973,127.28092,
Hesrifo,AL,75.52193,129.47671,
Pamhajta,IL,78.44983,167.0393,
Urnoku,OR,-45.30303,15.10023,
Bojgohgo,NJ,-11.43317,104.46734,
Bohujwo,AA,-46.80711,167.21776,
Huzopegu,WV,-58.77061,63.32107,
Cudiniv,MA,24.97101,154.2474,
Jubpodsi,MI,-67.71152,146.5155,
Ofdespu,OK,-38.28586,151.09768,
Najruwas,AE,-4.67874,73.8448,
Ebtaibi,OR,-37.91027,91.07574,
Kifmosij,WY,-32.30827,78.151,
Dahucco,MN,85.58041,76.22089,
Pihehnuv,CA,-76.74588,153.37748,
Siilogew,PR,-17.20295,173.41043,
Zekfivob,CT,53.20605,150.0468,
Sawesigo,IL,36.22674,13.24439,
Avafumak,WV,3.97308,99.44097,
Suiviise,IA,59.16017,172.12057,
Timidliz,UT,-58.01189,13.81413,
Bawujela,KY,-64.58418,125.30551,
Kobaih,MN,51.12432,154.31493,
Ufujespa,AA,14.42602,132.15045,
Seudfo,GA,15.96009,152.1457,
Oksizo,TN,41.19451,109.45356,
Batifhun,ID,16.1865,145.13812,
Nirdujkij,NC,16.43984,35.85046,
Jihbakuw,RI,-6.35894,40.99989,
Visowaf,MD,10.77254,144.62958,
Cupodu,IA,-14.11809,66.56325,
Wajoja,VA,35.32888,43.1632,
Nutuku,CT,73.22953,108.38835,
Orjifja,AZ,47.18062,79.37295,
Hevuwup,TN,-67.3979,146.24138,
Nudorga,AA,74.41117,135.63375,
Wafuske,IN,-33.50741,137.75604,
Hezsetdi,TN,33.46686,98.99575,
Jalnawvuw,AK,-71.67979,150.99521,
Barineuc,MT,14.76392,161.15522,
Zucefmuh,DC,-47.66833,149.16663,
Talicfa,TX,-55.82285,48.78295,
Pubufi,WI,-14.74384,97.33973,
Wutikacu,CO,-27.23918,74.42621,
Zolafu,WV,55.54446,26.68,
Dipfapac,AS,60.35167,107.17466,
Liwsaahu,MN,-44.72105,178.38357,
Jidested,IN,24.46031,140.68208,
Zocujujo,MT,-42.73233,33.99035,
Vapmine,CA,33.50045,160.69685,
Vogreifi,PA,-40.44132,63.4504,
Najmeevi,AA,-32.74252,69.87555,
Zidobut,IL,62.7544,139.48479,
Tagrase,ME,50.68185,126.17404,
Pavigow,FL,-86.08172,143.40208,
Wutokaho,SD,-49.9896,134.32357,
Gehuci,KS,-35.1969,137.65588,
Guvpahdu,WY,-71.24603,37.27725,
Sergiswab,AK,-61.48743,37.33166,
Carojen,CT,-41.44218,2.14113,
Ovvicon,AK,87.71131,81.01203,
Egdujgi,WI,4.73467,114.43072,
Misvidkez,MD,77.69868,70.85506,
Akawuchak,SC,10.52655,71.73267,
Wianemi,PA,12.08618,97.56058,
Foaphen,AE,-82.25394,132.70662,
Imesecuc,NY,-27.04375,141.13861,
Dawokpom,VA,-47.63686,29.25601,
Vihiasi,MD,-6.51287,17.99012,
Pevijosi,CO,35.72358,86.10844,
Gazcelhi,VI,73.03764,30.45941,
Zutaupi,NY,50.18318,76.77762,
Golujpi,HI,-52.79638,40.84736,
Viplade,CO,-73.73395,57.74381,
Hogmeco,AA,-88.38646,139.53939,
Vamibwej,MD,-31.08111,142.58264,
Oltivi,MN,76.23019,31.53921,
Tirnana,NH,75.80844,156.45594,
Owjutew,IN,-75.43184,51.01986,
Taccanjo,AL,4.20957,38.06175,
Kunoro,AR,-41.4764,53.6008,
Loozbat,AZ,60.8383,82.46277,
Olopvir,IN,56.3518,27.08401,
Nuwmele,CA,35.94869,96.92579,
Wocorfor,MS,-66.00409,112.10814,
Sownigem,ND,-1.16022,102.3837,
Wifajnap,UT,-49.79816,149.40461,
Oscezi,NH,-41.27208,103.28672,
Sutovos,CO,29.46143,23.25718,
Dihihir,MN,-61.40229,3.26652,
Cuderow,PA,-25.09786,93.20012,
Sefodpan,MO,82.6143,116.16324,
Huzloznum,AR,-61.66593,7.58958,
Pinrapof,NM,25.99146,82.72065,
Onififni,NM,-60.79363,163.59786,
Nizuban,RI,-29.22761,172.30575,
Izibuzo,NC,41.05122,101.87996,
Zowdasuk,NY,-80.94269,37.58141,
Hotirjo,TN,37.63579,148.4141,
Bumoptop,NH,-35.98313,153.48903,
Kebobru,OR,-58.25682,86.23565,
Omahacju,VA,-53.1355,75.20315,
Niofara,DE,-71.1978,129.31845,
Naalakuc,AE,-31.01931,73.20797,
Momsindow,ND,47.44547,80.56887,
Wuubire,MH,59.05503,55.78863,
Ottecen,LA,69.97575,38.39197,
Kiffafuk,WI,-12.9206,82.15608,
Narudo,MN,21.77505,160.80852,
Tecujak,SD,42.9699,69.80734,
Simazobi,LA,-11.09621,15.95386,
Utgewho,GA,84.67425,33.99529,
Sicuzase,KS,-61.17552,162.90602,
Mipihma,ME,9.70619,32.50917,
Vapupeza,WA,82.92839,78.97824,
Fuhjejruv,LA,-13.01045,52.447,
Kofdoaw,KY,-29.73904,175.28355,
Olumedcu,WI,53.62376,78.34102,
Tabide,SD,71.24897,27.95579,
Hecrefoc,GA,-25.98611,93.61773,
Jagahuz,WY,-26.10856,45.16552,
Sihomaup,NV,-74.74294,31.56012,
Tusarenu,AS,-63.75461,88.11367,
Miwhobri,IL,-69.27133,74.08712,
Lecaile,VI,85.26085,150.95871,
Juwulbe,WA,-87.26876,150.99673,
Pogocmos,RI,66.73048,60.50883,
Agluvun,AS,20.30506,38.22789,
Komrugav,WI,24.30986,170.62012,
Lebmarfiv,MH,39.5945,104.69864,
Dapujlih,UT,11.54411,89.43825,
Huhzabop,DE,-13.39092,41.23308,
Cocmiso,NJ,-26.22062,60.48757,
Ovekafe,CT,-16.24629,72.41822,
Bikalis,LA,88.6172,34.95056,
Igcopjiz,KS,-78.02848,6.7971,
Puzafkig,MH,25.52949,104.27564,
Nubojuga,CT,-1.93138,9.4415,
Cicluku,NC,80.85791,52.20072,
Fevfakog,AP,68.64019,107.47337,
Mucuhig,IN,-43.8397,118.61885,
Juwakta,KS,-70.59164,60.26668,
Fubmikepe,NM,-74.98014,53.47407,
Hodhanav,AL,9.26424,84.19072,
Dahbonut,WY,-4.2759,6.4371,
Umosoom,KS,-53.72739,21.69749,
Naigeliv,WV,-82.53019,59.84827,
Pailute,WA,-15.82462,85.85673,
Raijja,WV,-86.11214,51.50278,
Pikihwol,IA,73.52187,16.55831,
Ufebizup,IA,-52.85089,85.31175,
Nizucsih,HI,-45.55951,114.27219,
Jepuzezu,VA,62.49411,93.61946,
Lorwuwak,DC,86.28103,124.92388,
Ucpubca,DE,-29.05149,0.30844,
Numozol,TN,17.39158,178.22206,
Rocibbeg,MI,3.92996,116.3025,
Kihufdec,AK,23.44979,167.4264,
Vufcihjog,AA,-8.36186,10.7945,
Joftonha,FL,-34.862,171.61311,
Azwegwam,NE,-23.32473,151.01785,
Cikuhogo,PR,-1.45509,76.80444,
Zunnevfi,CA,-37.46393,73.49104,
Dacues,MN,-24.27705,19.42605,
Savugja,NM,-68.27706,121.38598,
Dalokul,NM,-54.82669,50.08821,
Osgotmo,MS,-35.14924,70.05938,
Gicipow,DE,-16.98617,128.4302,
Gujudmom,FM,-19.90699,64.03442,
Posrubji,GA,2.01419,87.24728,
Ezebafu,MP,61.81855,30.51897,
Vojeezi,NH,55.96027,77.92989,
Totavbu,OK,-31.06117,43.80661,
Giulubo,VA,20.50282,23.34363,
Bivvazbar,KY,-41.13841,39.92959,
Relbepzu,AR,-50.43573,158.39764,
Fuperu,PA,-17.97394,153.34311,
Wuvverova,AE,-4.87435,84.09858,
Pudekho,GA,58.35124,90.71115,
Parcoppo,LA,-89.46253,27.66711,
Tapidum,AL,-30.27575,0.52387,
Vadabgat,DC,7.11163,12.75263,
Pisidig,VT,-20.40234,17.07255,
Zaruez,HI,-42.86104,108.22559,
Buneeho,DC,85.70077,125.03683,
Tafpiesa,NE,23.12134,77.04541,
Azemafi,NE,35.96369,150.79843,
Cijcinso,MO,75.60105,91.55894,
Kogemajo,AZ,30.17364,141.82569,
Vuffutoj,MI,-53.43306,177.21388,
Ijzihom,MT,58.14262,51.97421,
Zoajowuf,LA,-26.7034,44.22777,
Pamesav,DC,-69.27971,170.2416,
Tatupgiv,IN,-85.4112,40.29135,
Otipuphu,CO,69.97047,102.56002,
Sispecubi,NH,-29.44287,58.3522,
Upcevej,WV,47.9009,101.93769,
Tiveclon,MA,28.46195,4.53647,
Ifrugun,AE,61.43621,164.38318,
Tawcikfe,MI,69.96125,42.49304,
Efgawa,UT,54.06141,92.86329,
Razukal,FM,-64.99347,126.90041,
Sadakni,PA,31.66959,179.87656,
Kamerem,MI,-68.48166,66.45617,
Tojujbec,KY,-59.06583,28.45419,
Vanopol,IA,21.21069,166.67017,
Siuvna,ME,-30.34376,160.03891,
Wahuka,AP,69.87714,150.0058,
Cuntevko,NC,6.77655,2.28761,
Celacid,UT,-19.97367,123.80973,
Jinzeota,UT,6.366,122.47466,
Rodfelob,ID,77.22111,77.19022,
Lehsebkaf,AL,17.07719,114.50413,
Itziofo,KY,86.79056,49.6213,
Samopef,IL,32.99359,142.25092,
Nezeslo,WY,64.17561,100.61764,
Goknurdo,SD,54.58918,162.3561,
Firwolas,HI,-7.56519,56.07326,
Rosegozi,TX,-69.83972,110.51049,
Muodotow,AE,-46.31244,131.53838,
Diljuzag,CT,73.26051,49.80919,
Vikrahan,OH,-53.85766,146.1831,
Suighi,LA,-89.16913,125.68869,
Etaccit,CT,-26.62677,71.22471,
Enzopre,DC,30.74195,91.80066,
Newisasa,TN,32.71348,0.63266,
Papatgi,NJ,75.74249,83.98243,
Irzugfut,SC,-56.35373,49.7018,
Fivola,OK,-36.43095,72.12652,
Jewjofag,AA,-16.59114,142.97152,
Jovacfo,AA,75.03121,163.51469,
Cavuguh,MA,-37.22998,76.96745,
Sisdimpo,AA,-29.35809,59.98547,
Gozwogko,AP,1.07409,13.65306,
Megjunja,AS,-19.95982,35.2017,
Merfihbo,LA,-12.78912,75.52015,
Fokotco,HI,-84.135,161.74385,
Pohtindi,MN,54.46166,165.1073,
Sunkuvvis,LA,-59.90973,23.17118,
Bibaztef,CO,-45.11839,19.30369,
Zuheol,OK,60.5813,152.77325,
Togwifol,NJ,30.64836,7.25591,
Lidkawso,OH,35.11269,66.51611,
Idizipdi,IA,-57.70914,81.12797,
Ketitta,AP,-4.83175,41.46391,
Seanuruj,IN,51.32187,8.48796,
Cocfowrup,MA,19.58444,129.23991,
Vitoset,AL,-9.39756,116.04498,
Igubuno,MH,-25.88754,163.51719,
Sodposwa,FL,78.56146,43.56375,
Dovatlu,CA,55.37184,96.32023,
Ecajonju,SC,6.97764,56.98339,
Barzaomu,OR,-48.71713,90.79648,
Pocrege,AK,86.97517,21.4295,
Ipnonema,MN,32.07569,149.88376,
Baggemon,AR,84.70426,150.45401,
Funvowcik,DE,24.11591,68.07049,
Kahcuzubi,MH,49.54214,123.65945,
Manwuwluf,AZ,53.82971,86.13421,
Butohibiv,DC,85.11413,11.01747,
Tozapec,WA,-37.50573,38.71956,
Derpaec,OK,79.89386,14.40657,
Livluvat,IN,-83.45566,60.30415,
Jancata,WI,-37.58011,90.28041,
Welire,DE,-26.4843,83.1083,
Comeba,CT,-77.68271,90.77441,
Kahifiko,AL,-48.4843,49.57793,
Bitemez,TX,40.3922,117.29822,
Tinuil,PR,-34.80262,160.37178,
Tuavti,UT,-73.80856,55.15006,
Ewnizce,AK,86.49708,98.87286,
Izifirbi,MS,49.43388,136.3606,
Sizepca,HI,-48.6012,14.75498,
Anumeoj,VI,19.99644,109.42635,
Ovasuje,OR,-49.35307,98.27067,
Ejvosto,AP,4.71151,12.4535,
Jovruhepo,MA,-19.85422,23.42739,
Otucehuk,RI,-19.53088,160.38005,
Gajjeame,NH,23.28661,160.67261,
Gepjanef,RI,45.03514,31.21157,
Zidmepu,ME,39.24776,27.4513,
Ivocgok,AZ,88.26019,0.62095,
Fersilkek,IN,-31.71518,87.43205,
Kezaledo,LA,-73.3268,4.25877,
Guipcaw,NJ,-16.47235,104.27605,
Fureha,AK,41.97305,68.05542,
Ekovipni,OK,66.00214,129.07953,
Bakkeuh,CO,-14.95728,147.43329,
Guumneh,NE,28.34907,0.74853,
Ezjuru,OH,-35.00489,112.54116,
Leurorek,CT,-71.11141,46.53049,
Vizedra,OK,-35.09615,142.96142,
Bezunsop,WY,50.69233,39.65551,
Esnovil,MT,60.48457,166.95585,
Modavid,NC,28.1403,169.98594,
Toccumu,KY,-3.12757,178.6177,
Piovov,AK,20.75905,76.83484,
Woslosus,FL,-10.35102,26.47162,
Cifazato,KS,-13.14252,98.9674,
Gekedkil,TX,-86.42745,88.25299,
Pekogzov,NY,-18.9135,162.28228,
Sajrabe,MD,73.70974,35.62779,
Negobal,NH,10.21381,102.01553,
Laasizoj,WV,-39.39142,76.58252,
Zajjemzed,AS,55.90386,120.12426,
Codumte,NJ,26.17899,179.26564,
Uksawet,DE,-67.40592,57.6725,
Devoli,KY,47.62813,105.19949,
Veuhajo,VT,-63.06158,119.92009,
Junube,NE,44.58119,72.54454,
Bohvuznu,WY,64.12552,178.0421,
Imhaci,AA,-38.05141,56.05114,
Vuzowzu,KS,71.39152,109.55578,
Ivjiut,ID,-0.84171,138.8603,
Azheus,UT,88.15198,99.56158,
Mefufaf,NV,-58.90838,163.77612,
Vitjuugi,VA,-81.9393,164.86353,
Vuzipa,TN,-52.30398,4.68117,
Rokvukbod,WV,-60.14689,112.44825,
Ofifonlit,HI,29.992,91.94387,
Suuletig,ID,23.81618,101.22342,
Kedawij,SC,53.828,152.80087,
Vegcazzor,AK,-10.99403,48.35079,
Tolifsep,UT,3.5055,45.44086,
Sewgihon,CO,84.18368,108.37548,
Palifweb,UT,-61.09426,125.12088,
Ugaluc,IL,-55.89707,166.61735,
Imdofuno,NH,82.51318,141.91392,
Cacpuedu,IL,46.3577,10.60612,
Otpecuw,AZ,-20.02721,84.24803,
Micupbov,PR,-51.51587,36.25063,
Zobisuzu,OH,87.09061,56.59114,
Piorucap,TN,-82.05412,100.25261,
